"site_treatment","depth","sample_id.soil","total_c_ug.soil","total_n_ug.soil","site_id_soils","zone","treatment","sample_id.roots","Site","Treatment","total_c_ug.roots.litter","total_n_ug.roots.litter"
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-4-soil-30",591.35,57.23,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-10-soil-30",639.92,62.47,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-9-soil-30",541.42,53.95,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-5-soil-30",493.25,49.16,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-8-soil-30",657.46,65.67,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-7-soil-30",545.89,53.95,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON1root30","N7","CON",328.87,24.58
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON6root30","N7","CON",322.96,22.91
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON8root30","N7","CON",484.4,26.83
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON10root30","N7","CON",287.5,22.57
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON4root30","N7","CON",371.76,21.93
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON3root30d","N7","CON",291.96,23.41
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON3root30","N7","CON",670.22,39.51
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON2root30","N7","CON",811.28,26.97
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON5root30","N7","CON",186.87,18.85
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON9root30","N7","CON",318.58,21.74
"N7-CON","30","N7-CON-6-soil-30",513.19,53.09,"N7","north","CON","N7CON7root30","N7","CON",412.67,25.59
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-6-soil-60",292.43,27.7,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-5-soil-60",329.48,29.91,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-1-soil-60",351.99,33.85,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-7-soil-60",326.48,30.86,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-3-soil-60",363.16,38.01,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-2-soil-60",342.51,32.8,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-8-soil-60",286.76,28.37,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-4-soil-60",309.44,27.99,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON1root60","N7","CON",273.78,19.75
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON6root60","N7","CON",134.02,12.98
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON4root60","N7","CON",306.59,15.33
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON3root60","N7","CON",307.04,20.87
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON3root60d","N7","CON",284.34,25.8
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON10root60","N7","CON",276.11,20.67
"N7-CON","60","N7-CON-10-soil-60",512.96,46.96,"N7","north","CON","N7CON2root60","N7","CON",504.43,17.75
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON10litter","N7","CON",1044.04,59.32
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON1litter","N7","CON",1606.37,77.06
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON2litter","N7","CON",727.14,52.6
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON3litter","N7","CON",1209.11,56.35
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON4litter","N7","CON",1292.7,74.37
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON5litter","N7","CON",683.35,37.33
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON6litter","N7","CON",759.43,48.35
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON7litter","N7","CON",1618.27,79.37
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON8litter","N7","CON",1645.16,76.18
"N7-CON","litter",NA,NA,NA,NA,NA,NA,"N7CON9litter","N7","CON",1123.91,64.06
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-10-soil-15",2562.8,125.96,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-2-soil-15",390.43,29.22,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-1-soil-15",773.08,55.02,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-7-soil-15",873.39,65.12,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-5-soil-15",1133.13,84.47,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-9-soil-15",3623.59,168.42,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-8-soil-15",626.57,49.88,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO25root15","S1","CO2",933.39,21.96
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO27root15","S1","CO2",848.64,24.98
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO23root15","S1","CO2",1040.53,23.24
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO29root15","S1","CO2",1075.14,39.88
"S1-CO2","15","S1-CO2-3-soil-15",1156.04,83.1,"S1","south","CO2","S1CO22root15","S1","CO2",809.28,17.12
"S1-CO2","15","S1-CO2-6-soil-15",954.22,71.68,"S1","south","CO2","S1CO28root15","S1","CO2",701,35.58
"S1-CO2","15","S1-CO2-6-soil-15",954.22,71.68,"S1","south","CO2","S1CO21root15","S1","CO2",714.17,28.17
"S1-CO2","15","S1-CO2-6-soil-15",954.22,71.68,"S1","south","CO2","S1CO26root15","S1","CO2",1266.31,33.84
"S1-CO2","15","S1-CO2-6-soil-15",954.22,71.68,"S1","south","CO2","S1CO210root15","S1","CO2",1091.98,25.81
