"site_treatment","depth","sample_id.soil","total_c_ug.soil","total_n_ug.soil","site_id_soils","zone","treatment","sample_id.roots","Site","Treatment","total_c_ug.roots.litter","total_n_ug.roots.litter"
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO24root15","N2","CO2",83.87,6.96
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO29root15","N2","CO2",597.95,37.82
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO28root15","N2","CO2",209.02,15.07
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO2root15","N2","CO2",1057.44,35.11
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO26root15","N2","CO2",708.01,46.02
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO25root15","N2","CO2",474.03,31.55
"N2-CO2","15","N2-CO2-3-soil-15",1704.06,150.49,"N2","north","CO2","N2CO27root15","N2","CO2",577.9,39.76
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO210root15","N2","CO2",328.77,23.73
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO21root15","N2","CO2",479.8,33.82
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO23root15","N2","CO2",789.8,45.05
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO22root15","N2","CO2",736.43,38.32
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO24root15","N2","CO2",83.87,6.96
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO29root15","N2","CO2",597.95,37.82
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO28root15","N2","CO2",209.02,15.07
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO2root15","N2","CO2",1057.44,35.11
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO26root15","N2","CO2",708.01,46.02
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO25root15","N2","CO2",474.03,31.55
"N2-CO2","15","N2-CO2-9-soil-15",923.62,86.66,"N2","north","CO2","N2CO27root15","N2","CO2",577.9,39.76
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-2-soil-30",1071.02,89.99,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-3-soil-30",904.21,85.53,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-8-soil-30",525.66,51.78,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-1-soil-30",1191.06,114.34,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-9-soil-30",787.45,74.8,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-10-soil-30",521.41,48.26,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-5-soil-30",806.95,74.8,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-7-soil-30",996.04,92.12,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-6-soil-30",799.65,77.05,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO28root30","N2","CO2",321.03,24.06
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO25root30","N2","CO2",446.13,25.84
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO26root30","N2","CO2",604.93,34.69
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO23root30","N2","CO2",630.48,28.7
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO27root30","N2","CO2",334.56,27.15
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO22root30","N2","CO2",464.3,31.02
"N2-CO2","30","N2-CO2-4-soil-30",920.85,84.41,"N2","north","CO2","N2CO29root30","N2","CO2",429.19,23.02
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-5-soil-60",492.03,50.64,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-6-soil-60",818.08,7.25,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-2-soil-60",555.16,52.72,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-7-soil-60",560.78,56.39,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-3-soil-60",507.46,51.3,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-8-soil-60",310.31,32.83,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-1-soil-60",644.99,67.44,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-4-soil-60",490.43,48.54,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO21root60","N2","CO2",225.71,21.1
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO27root60","N2","CO2",337.44,24.96
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO23root60","N2","CO2",239.82,18.55
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO28root60","N2","CO2",135.46,14.51
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO24root60","N2","CO2",608.64,28.64
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO26root60","N2","CO2",357.84,22.7
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO29root60","N2","CO2",763.64,34.77
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO25root60","N2","CO2",284.87,20.34
"N2-CO2","60","N2-CO2-9-soil-60",1136.15,108.13,"N2","north","CO2","N2CO22root60","N2","CO2",485.16,25.73
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO210litter","N2","CO2",1515.05,57.44
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO21litter","N2","CO2",2137.96,82.08
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO22litter","N2","CO2",2045.89,75.81
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO23litter","N2","CO2",947.63,56.63
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO24litter","N2","CO2",1865.92,78.1
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO25litter","N2","CO2",1141.32,62.96
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO26litter","N2","CO2",1952.75,93.7
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO27litter","N2","CO2",979.47,59.39
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO28litter","N2","CO2",1246.73,50.13
"N2-CO2","litter",NA,NA,NA,NA,NA,NA,"N2CO29litter","N2","CO2",1609.65,68.78
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON2root15","N2","CON",613.27,33.53
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON4root15","N2","CON",439.85,35.96
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON1root15","N2","CON",794.66,53.98
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON10root15","N2","CON",898.93,36.66
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON5root15","N2","CON",625.68,47.51
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON7root15","N2","CON",621.11,44.2
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON8root15","N2","CON",510.9,35.49
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON3root15","N2","CON",1052.98,34.5
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON9root15","N2","CON",597.74,38.96
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON9root15d","N2","CON",810.94,60.11
"N2-CON","15","N2-CON-10-soil-15",1117.37,105.79,"N2","north","CON","N2CON6root15","N2","CON",700.9,53.71
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON2root15","N2","CON",613.27,33.53
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON4root15","N2","CON",439.85,35.96
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON1root15","N2","CON",794.66,53.98
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON10root15","N2","CON",898.93,36.66
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON5root15","N2","CON",625.68,47.51
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON7root15","N2","CON",621.11,44.2
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON8root15","N2","CON",510.9,35.49
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON3root15","N2","CON",1052.98,34.5
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON9root15","N2","CON",597.74,38.96
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON9root15d","N2","CON",810.94,60.11
"N2-CON","15","N2-CON-2-soil-15",633.76,61.25,"N2","north","CON","N2CON6root15","N2","CON",700.9,53.71
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON2root15","N2","CON",613.27,33.53
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON4root15","N2","CON",439.85,35.96
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON1root15","N2","CON",794.66,53.98
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON10root15","N2","CON",898.93,36.66
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON5root15","N2","CON",625.68,47.51
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON7root15","N2","CON",621.11,44.2
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON8root15","N2","CON",510.9,35.49
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON3root15","N2","CON",1052.98,34.5
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON9root15","N2","CON",597.74,38.96
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON9root15d","N2","CON",810.94,60.11
"N2-CON","15","N2-CON-7-soil-15",1538.84,122.76,"N2","north","CON","N2CON6root15","N2","CON",700.9,53.71
"N2-CON","15","N2-CON-1-soil-15",1097.16,107.51,"N2","north","CON","N2CON2root15","N2","CON",613.27,33.53
"N2-CON","15","N2-CON-1-soil-15",1097.16,107.51,"N2","north","CON","N2CON4root15","N2","CON",439.85,35.96
"N2-CON","15","N2-CON-1-soil-15",1097.16,107.51,"N2","north","CON","N2CON1root15","N2","CON",794.66,53.98
"N2-CON","15","N2-CON-1-soil-15",1097.16,107.51,"N2","north","CON","N2CON10root15","N2","CON",898.93,36.66
